2025-02-03 22:00:59,631 Server stopped by user
2025-02-03 22:01:10,007 시간 동기화 데이터 업데이트: 2025-02-03 22:01:10
2025-02-03 22:01:10,013 Starting Modbus TCP Gas Cabinet Server...
2025-02-03 22:01:41 | [A] JACKET HEATER: 45°C
2025-02-03 22:01:41 | [A] LINE HEATER: 12°C
2025-02-03 22:01:41 | [B] JACKET HEATER: 81°C
2025-02-03 22:01:41 | [B] LINE HEATER: 89°C
2025-02-03 22:01:42 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:42 | Bunker ID: 1
2025-02-03 22:01:42 | Gas Cabinet ID: 3
2025-02-03 22:01:42 | PT1A: 45 PSI
2025-02-03 22:01:42 | PT2A: 42 PSI
2025-02-03 22:01:42 | PT1B: 51 PSI
2025-02-03 22:01:42 | PT2B: 18 PSI
2025-02-03 22:01:42 | PT3: 3 PSI
2025-02-03 22:01:42 | PT4: 68 PSI
2025-02-03 22:01:42 | WA: 24 kg
2025-02-03 22:01:42 | WB: 3 kg
2025-02-03 22:01:42 | [A] JACKET HEATER: 23°C
2025-02-03 22:01:42 | [A] LINE HEATER: 48°C
2025-02-03 22:01:42 | [B] JACKET HEATER: 11°C
2025-02-03 22:01:42 | [B] LINE HEATER: 98°C
2025-02-03 22:01:43 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:43 | Bunker ID: 1
2025-02-03 22:01:43 | Gas Cabinet ID: 3
2025-02-03 22:01:43 | PT1A: 4 PSI
2025-02-03 22:01:43 | PT2A: 78 PSI
2025-02-03 22:01:43 | PT1B: 68 PSI
2025-02-03 22:01:43 | PT2B: 5 PSI
2025-02-03 22:01:43 | PT3: 13 PSI
2025-02-03 22:01:43 | PT4: 27 PSI
2025-02-03 22:01:43 | WA: 58 kg
2025-02-03 22:01:43 | WB: 17 kg
2025-02-03 22:01:43 | [A] JACKET HEATER: 2°C
2025-02-03 22:01:43 | [A] LINE HEATER: 86°C
2025-02-03 22:01:43 | [B] JACKET HEATER: 45°C
2025-02-03 22:01:43 | [B] LINE HEATER: 15°C
2025-02-03 22:01:44 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:44 | Bunker ID: 1
2025-02-03 22:01:44 | Gas Cabinet ID: 3
2025-02-03 22:01:44 | PT1A: 81 PSI
2025-02-03 22:01:44 | PT2A: 79 PSI
2025-02-03 22:01:44 | PT1B: 83 PSI
2025-02-03 22:01:44 | PT2B: 75 PSI
2025-02-03 22:01:44 | PT3: 58 PSI
2025-02-03 22:01:44 | PT4: 40 PSI
2025-02-03 22:01:44 | WA: 39 kg
2025-02-03 22:01:44 | WB: 18 kg
2025-02-03 22:01:44 | [A] JACKET HEATER: 46°C
2025-02-03 22:01:44 | [A] LINE HEATER: 30°C
2025-02-03 22:01:44 | [B] JACKET HEATER: 80°C
2025-02-03 22:01:44 | [B] LINE HEATER: 41°C
2025-02-03 22:01:45 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:45 | Bunker ID: 1
2025-02-03 22:01:45 | Gas Cabinet ID: 3
2025-02-03 22:01:45 | PT1A: 5 PSI
2025-02-03 22:01:45 | PT2A: 55 PSI
2025-02-03 22:01:45 | PT1B: 4 PSI
2025-02-03 22:01:45 | PT2B: 51 PSI
2025-02-03 22:01:45 | PT3: 67 PSI
2025-02-03 22:01:45 | PT4: 16 PSI
2025-02-03 22:01:45 | WA: 73 kg
2025-02-03 22:01:45 | WB: 8 kg
2025-02-03 22:01:45 | [A] JACKET HEATER: 49°C
2025-02-03 22:01:45 | [A] LINE HEATER: 27°C
2025-02-03 22:01:45 | [B] JACKET HEATER: 16°C
2025-02-03 22:01:45 | [B] LINE HEATER: 13°C
2025-02-03 22:01:46 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:46 | Bunker ID: 1
2025-02-03 22:01:46 | Gas Cabinet ID: 3
2025-02-03 22:01:46 | PT1A: 57 PSI
2025-02-03 22:01:46 | PT2A: 54 PSI
2025-02-03 22:01:46 | PT1B: 77 PSI
2025-02-03 22:01:46 | PT2B: 94 PSI
2025-02-03 22:01:46 | PT3: 69 PSI
2025-02-03 22:01:46 | PT4: 99 PSI
2025-02-03 22:01:46 | WA: 26 kg
2025-02-03 22:01:46 | WB: 47 kg
2025-02-03 22:01:46 | [A] JACKET HEATER: 80°C
2025-02-03 22:01:46 | [A] LINE HEATER: 87°C
2025-02-03 22:01:46 | [B] JACKET HEATER: 34°C
2025-02-03 22:01:46 | [B] LINE HEATER: 41°C
2025-02-03 22:01:47 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:47 | Bunker ID: 1
2025-02-03 22:01:47 | Gas Cabinet ID: 3
2025-02-03 22:01:47 | PT1A: 13 PSI
2025-02-03 22:01:47 | PT2A: 12 PSI
2025-02-03 22:01:47 | PT1B: 86 PSI
2025-02-03 22:01:47 | PT2B: 40 PSI
2025-02-03 22:01:47 | PT3: 37 PSI
2025-02-03 22:01:47 | PT4: 97 PSI
2025-02-03 22:01:47 | WA: 94 kg
2025-02-03 22:01:47 | WB: 95 kg
2025-02-03 22:01:47 | [A] JACKET HEATER: 26°C
2025-02-03 22:01:47 | [A] LINE HEATER: 53°C
2025-02-03 22:01:47 | [B] JACKET HEATER: 26°C
2025-02-03 22:01:47 | [B] LINE HEATER: 59°C
2025-02-03 22:01:48 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:48 | Bunker ID: 1
2025-02-03 22:01:48 | Gas Cabinet ID: 3
2025-02-03 22:01:48 | PT1A: 74 PSI
2025-02-03 22:01:48 | PT2A: 15 PSI
2025-02-03 22:01:48 | PT1B: 85 PSI
2025-02-03 22:01:48 | PT2B: 69 PSI
2025-02-03 22:01:48 | PT3: 25 PSI
2025-02-03 22:01:48 | PT4: 90 PSI
2025-02-03 22:01:48 | WA: 36 kg
2025-02-03 22:01:48 | WB: 7 kg
2025-02-03 22:01:48 | [A] JACKET HEATER: 6°C
2025-02-03 22:01:48 | [A] LINE HEATER: 81°C
2025-02-03 22:01:48 | [B] JACKET HEATER: 80°C
2025-02-03 22:01:48 | [B] LINE HEATER: 28°C
2025-02-03 22:01:49 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:49 | Bunker ID: 1
2025-02-03 22:01:49 | Gas Cabinet ID: 3
2025-02-03 22:01:49 | PT1A: 49 PSI
2025-02-03 22:01:49 | PT2A: 48 PSI
2025-02-03 22:01:49 | PT1B: 88 PSI
2025-02-03 22:01:49 | PT2B: 57 PSI
2025-02-03 22:01:49 | PT3: 39 PSI
2025-02-03 22:01:49 | PT4: 16 PSI
2025-02-03 22:01:49 | WA: 54 kg
2025-02-03 22:01:49 | WB: 37 kg
2025-02-03 22:01:49 | [A] JACKET HEATER: 53°C
2025-02-03 22:01:49 | [A] LINE HEATER: 69°C
2025-02-03 22:01:49 | [B] JACKET HEATER: 36°C
2025-02-03 22:01:49 | [B] LINE HEATER: 33°C
2025-02-03 22:01:50 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:50 | Bunker ID: 1
2025-02-03 22:01:50 | Gas Cabinet ID: 3
2025-02-03 22:01:50 | PT1A: 5 PSI
2025-02-03 22:01:50 | PT2A: 59 PSI
2025-02-03 22:01:50 | PT1B: 100 PSI
2025-02-03 22:01:50 | PT2B: 40 PSI
2025-02-03 22:01:50 | PT3: 26 PSI
2025-02-03 22:01:50 | PT4: 53 PSI
2025-02-03 22:01:50 | WA: 73 kg
2025-02-03 22:01:50 | WB: 59 kg
2025-02-03 22:01:50 | [A] JACKET HEATER: 89°C
2025-02-03 22:01:50 | [A] LINE HEATER: 47°C
2025-02-03 22:01:50 | [B] JACKET HEATER: 3°C
2025-02-03 22:01:50 | [B] LINE HEATER: 43°C
2025-02-03 22:01:51 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:51 | Bunker ID: 1
2025-02-03 22:01:51 | Gas Cabinet ID: 3
2025-02-03 22:01:51 | PT1A: 79 PSI
2025-02-03 22:01:51 | PT2A: 97 PSI
2025-02-03 22:01:51 | PT1B: 30 PSI
2025-02-03 22:01:51 | PT2B: 2 PSI
2025-02-03 22:01:51 | PT3: 85 PSI
2025-02-03 22:01:51 | PT4: 90 PSI
2025-02-03 22:01:51 | WA: 19 kg
2025-02-03 22:01:51 | WB: 1 kg
2025-02-03 22:01:51 | [A] JACKET HEATER: 65°C
2025-02-03 22:01:51 | [A] LINE HEATER: 19°C
2025-02-03 22:01:51 | [B] JACKET HEATER: 69°C
2025-02-03 22:01:51 | [B] LINE HEATER: 98°C
2025-02-03 22:01:52 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:52 | Bunker ID: 1
2025-02-03 22:01:52 | Gas Cabinet ID: 3
2025-02-03 22:01:52 | PT1A: 74 PSI
2025-02-03 22:01:52 | PT2A: 45 PSI
2025-02-03 22:01:52 | PT1B: 31 PSI
2025-02-03 22:01:52 | PT2B: 12 PSI
2025-02-03 22:01:52 | PT3: 81 PSI
2025-02-03 22:01:52 | PT4: 71 PSI
2025-02-03 22:01:52 | WA: 16 kg
2025-02-03 22:01:52 | WB: 72 kg
2025-02-03 22:01:52 | [A] JACKET HEATER: 60°C
2025-02-03 22:01:52 | [A] LINE HEATER: 55°C
2025-02-03 22:01:52 | [B] JACKET HEATER: 99°C
2025-02-03 22:01:52 | [B] LINE HEATER: 39°C
2025-02-03 22:01:53 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:53 | Bunker ID: 1
2025-02-03 22:01:53 | Gas Cabinet ID: 3
2025-02-03 22:01:53 | PT1A: 59 PSI
2025-02-03 22:01:53 | PT2A: 99 PSI
2025-02-03 22:01:53 | PT1B: 69 PSI
2025-02-03 22:01:53 | PT2B: 47 PSI
2025-02-03 22:01:53 | PT3: 100 PSI
2025-02-03 22:01:53 | PT4: 41 PSI
2025-02-03 22:01:53 | WA: 26 kg
2025-02-03 22:01:53 | WB: 11 kg
2025-02-03 22:01:53 | [A] JACKET HEATER: 71°C
2025-02-03 22:01:53 | [A] LINE HEATER: 33°C
2025-02-03 22:01:53 | [B] JACKET HEATER: 66°C
2025-02-03 22:01:53 | [B] LINE HEATER: 27°C
2025-02-03 22:01:54 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:54 | Bunker ID: 1
2025-02-03 22:01:54 | Gas Cabinet ID: 3
2025-02-03 22:01:54 | PT1A: 19 PSI
2025-02-03 22:01:54 | PT2A: 23 PSI
2025-02-03 22:01:54 | PT1B: 21 PSI
2025-02-03 22:01:54 | PT2B: 87 PSI
2025-02-03 22:01:54 | PT3: 90 PSI
2025-02-03 22:01:54 | PT4: 89 PSI
2025-02-03 22:01:54 | WA: 56 kg
2025-02-03 22:01:54 | WB: 88 kg
2025-02-03 22:01:54 | [A] JACKET HEATER: 64°C
2025-02-03 22:01:54 | [A] LINE HEATER: 8°C
2025-02-03 22:01:54 | [B] JACKET HEATER: 1°C
2025-02-03 22:01:54 | [B] LINE HEATER: 45°C
2025-02-03 22:01:55 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:55 | Bunker ID: 1
2025-02-03 22:01:55 | Gas Cabinet ID: 3
2025-02-03 22:01:55 | PT1A: 36 PSI
2025-02-03 22:01:55 | PT2A: 87 PSI
2025-02-03 22:01:55 | PT1B: 62 PSI
2025-02-03 22:01:55 | PT2B: 81 PSI
2025-02-03 22:01:55 | PT3: 56 PSI
2025-02-03 22:01:55 | PT4: 73 PSI
2025-02-03 22:01:55 | WA: 85 kg
2025-02-03 22:01:55 | WB: 85 kg
2025-02-03 22:01:55 | [A] JACKET HEATER: 24°C
2025-02-03 22:01:55 | [A] LINE HEATER: 11°C
2025-02-03 22:01:55 | [B] JACKET HEATER: 88°C
2025-02-03 22:01:55 | [B] LINE HEATER: 53°C
2025-02-03 22:01:56 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:56 | Bunker ID: 1
2025-02-03 22:01:56 | Gas Cabinet ID: 3
2025-02-03 22:01:56 | PT1A: 48 PSI
2025-02-03 22:01:56 | PT2A: 53 PSI
2025-02-03 22:01:56 | PT1B: 43 PSI
2025-02-03 22:01:56 | PT2B: 2 PSI
2025-02-03 22:01:56 | PT3: 34 PSI
2025-02-03 22:01:56 | PT4: 72 PSI
2025-02-03 22:01:56 | WA: 34 kg
2025-02-03 22:01:56 | WB: 12 kg
2025-02-03 22:01:56 | [A] JACKET HEATER: 98°C
2025-02-03 22:01:56 | [A] LINE HEATER: 83°C
2025-02-03 22:01:56 | [B] JACKET HEATER: 70°C
2025-02-03 22:01:56 | [B] LINE HEATER: 86°C
2025-02-03 22:01:57 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:57 | Bunker ID: 1
2025-02-03 22:01:57 | Gas Cabinet ID: 3
2025-02-03 22:01:57 | PT1A: 27 PSI
2025-02-03 22:01:57 | PT2A: 12 PSI
2025-02-03 22:01:57 | PT1B: 64 PSI
2025-02-03 22:01:57 | PT2B: 96 PSI
2025-02-03 22:01:57 | PT3: 81 PSI
2025-02-03 22:01:57 | PT4: 74 PSI
2025-02-03 22:01:57 | WA: 80 kg
2025-02-03 22:01:57 | WB: 36 kg
2025-02-03 22:01:57 | [A] JACKET HEATER: 92°C
2025-02-03 22:01:57 | [A] LINE HEATER: 31°C
2025-02-03 22:01:57 | [B] JACKET HEATER: 96°C
2025-02-03 22:01:57 | [B] LINE HEATER: 0°C
2025-02-03 22:01:58 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:58 | Bunker ID: 1
2025-02-03 22:01:58 | Gas Cabinet ID: 3
2025-02-03 22:01:58 | PT1A: 74 PSI
2025-02-03 22:01:58 | PT2A: 98 PSI
2025-02-03 22:01:58 | PT1B: 17 PSI
2025-02-03 22:01:58 | PT2B: 26 PSI
2025-02-03 22:01:58 | PT3: 41 PSI
2025-02-03 22:01:58 | PT4: 32 PSI
2025-02-03 22:01:58 | WA: 71 kg
2025-02-03 22:01:58 | WB: 77 kg
2025-02-03 22:01:58 | [A] JACKET HEATER: 97°C
2025-02-03 22:01:58 | [A] LINE HEATER: 16°C
2025-02-03 22:01:58 | [B] JACKET HEATER: 99°C
2025-02-03 22:01:58 | [B] LINE HEATER: 65°C
2025-02-03 22:01:59 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:01:59 | Bunker ID: 1
2025-02-03 22:01:59 | Gas Cabinet ID: 3
2025-02-03 22:01:59 | PT1A: 1 PSI
2025-02-03 22:01:59 | PT2A: 17 PSI
2025-02-03 22:01:59 | PT1B: 95 PSI
2025-02-03 22:01:59 | PT2B: 1 PSI
2025-02-03 22:01:59 | PT3: 59 PSI
2025-02-03 22:01:59 | PT4: 93 PSI
2025-02-03 22:01:59 | WA: 16 kg
2025-02-03 22:01:59 | WB: 9 kg
2025-02-03 22:01:59 | [A] JACKET HEATER: 90°C
2025-02-03 22:01:59 | [A] LINE HEATER: 96°C
2025-02-03 22:01:59 | [B] JACKET HEATER: 39°C
2025-02-03 22:01:59 | [B] LINE HEATER: 30°C
2025-02-03 22:02:00 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:02:00 | Bunker ID: 1
2025-02-03 22:02:00 | Gas Cabinet ID: 3
2025-02-03 22:02:00 | PT1A: 75 PSI
2025-02-03 22:02:00 | PT2A: 10 PSI
2025-02-03 22:02:00 | PT1B: 36 PSI
2025-02-03 22:02:00 | PT2B: 44 PSI
2025-02-03 22:02:00 | PT3: 24 PSI
2025-02-03 22:02:00 | PT4: 71 PSI
2025-02-03 22:02:00 | WA: 15 kg
2025-02-03 22:02:00 | WB: 98 kg
2025-02-03 22:02:00 | [A] JACKET HEATER: 52°C
2025-02-03 22:02:00 | [A] LINE HEATER: 3°C
2025-02-03 22:02:00 | [B] JACKET HEATER: 82°C
2025-02-03 22:02:00 | [B] LINE HEATER: 40°C
2025-02-03 22:02:01 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:02:01 | Bunker ID: 1
2025-02-03 22:02:01 | Gas Cabinet ID: 3
2025-02-03 22:02:01 | PT1A: 55 PSI
2025-02-03 22:02:01 | PT2A: 99 PSI
2025-02-03 22:02:01 | PT1B: 2 PSI
2025-02-03 22:02:01 | PT2B: 100 PSI
2025-02-03 22:02:01 | PT3: 21 PSI
2025-02-03 22:02:01 | PT4: 94 PSI
2025-02-03 22:02:01 | WA: 52 kg
2025-02-03 22:02:01 | WB: 66 kg
2025-02-03 22:02:01 | [A] JACKET HEATER: 72°C
2025-02-03 22:02:01 | [A] LINE HEATER: 51°C
2025-02-03 22:02:01 | [B] JACKET HEATER: 72°C
2025-02-03 22:02:01 | [B] LINE HEATER: 69°C
2025-02-03 22:02:02 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:02:02 | Bunker ID: 1
2025-02-03 22:02:02 | Gas Cabinet ID: 3
2025-02-03 22:02:02 | PT1A: 10 PSI
2025-02-03 22:02:02 | PT2A: 79 PSI
2025-02-03 22:02:02 | PT1B: 38 PSI
2025-02-03 22:02:02 | PT2B: 32 PSI
2025-02-03 22:02:02 | PT3: 60 PSI
2025-02-03 22:02:02 | PT4: 69 PSI
2025-02-03 22:02:02 | WA: 10 kg
2025-02-03 22:02:02 | WB: 74 kg
2025-02-03 22:02:02 | [A] JACKET HEATER: 69°C
2025-02-03 22:02:02 | [A] LINE HEATER: 100°C
2025-02-03 22:02:02 | [B] JACKET HEATER: 29°C
2025-02-03 22:02:02 | [B] LINE HEATER: 53°C
2025-02-03 22:02:03 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:02:03 | Bunker ID: 1
2025-02-03 22:02:03 | Gas Cabinet ID: 3
2025-02-03 22:02:03 | PT1A: 28 PSI
2025-02-03 22:02:03 | PT2A: 46 PSI
2025-02-03 22:02:03 | PT1B: 30 PSI
2025-02-03 22:02:03 | PT2B: 67 PSI
2025-02-03 22:02:03 | PT3: 34 PSI
2025-02-03 22:02:03 | PT4: 69 PSI
2025-02-03 22:02:03 | WA: 91 kg
2025-02-03 22:02:03 | WB: 62 kg
2025-02-03 22:02:03 | [A] JACKET HEATER: 78°C
2025-02-03 22:02:03 | [A] LINE HEATER: 94°C
2025-02-03 22:02:03 | [B] JACKET HEATER: 37°C
2025-02-03 22:02:03 | [B] LINE HEATER: 22°C
2025-02-03 22:02:04 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:02:04 | Bunker ID: 1
2025-02-03 22:02:04 | Gas Cabinet ID: 3
2025-02-03 22:02:04 | PT1A: 97 PSI
2025-02-03 22:02:04 | PT2A: 10 PSI
2025-02-03 22:02:04 | PT1B: 14 PSI
2025-02-03 22:02:04 | PT2B: 45 PSI
2025-02-03 22:02:04 | PT3: 72 PSI
2025-02-03 22:02:04 | PT4: 32 PSI
2025-02-03 22:02:04 | WA: 98 kg
2025-02-03 22:02:04 | WB: 100 kg
2025-02-03 22:02:04 | [A] JACKET HEATER: 84°C
2025-02-03 22:02:04 | [A] LINE HEATER: 95°C
2025-02-03 22:02:04 | [B] JACKET HEATER: 12°C
2025-02-03 22:02:04 | [B] LINE HEATER: 90°C
2025-02-03 22:02:05 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:02:05 | Bunker ID: 1
2025-02-03 22:02:05 | Gas Cabinet ID: 3
2025-02-03 22:02:05 | PT1A: 75 PSI
2025-02-03 22:02:05 | PT2A: 4 PSI
2025-02-03 22:02:05 | PT1B: 71 PSI
2025-02-03 22:02:05 | PT2B: 49 PSI
2025-02-03 22:02:05 | PT3: 68 PSI
2025-02-03 22:02:05 | PT4: 65 PSI
2025-02-03 22:02:05 | WA: 59 kg
2025-02-03 22:02:05 | WB: 33 kg
2025-02-03 22:02:05 | [A] JACKET HEATER: 88°C
2025-02-03 22:02:05 | [A] LINE HEATER: 4°C
2025-02-03 22:02:05 | [B] JACKET HEATER: 97°C
2025-02-03 22:02:05 | [B] LINE HEATER: 50°C
2025-02-03 22:02:06 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:02:06 | Bunker ID: 1
2025-02-03 22:02:06 | Gas Cabinet ID: 3
2025-02-03 22:02:06 | PT1A: 89 PSI
2025-02-03 22:02:06 | PT2A: 46 PSI
2025-02-03 22:02:06 | PT1B: 0 PSI
2025-02-03 22:02:06 | PT2B: 17 PSI
2025-02-03 22:02:06 | PT3: 41 PSI
2025-02-03 22:02:06 | PT4: 75 PSI
2025-02-03 22:02:06 | WA: 69 kg
2025-02-03 22:02:06 | WB: 46 kg
2025-02-03 22:02:06 | [A] JACKET HEATER: 99°C
2025-02-03 22:02:06 | [A] LINE HEATER: 48°C
2025-02-03 22:02:06 | [B] JACKET HEATER: 27°C
2025-02-03 22:02:06 | [B] LINE HEATER: 22°C
2025-02-03 22:02:07 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:02:07 | Bunker ID: 1
2025-02-03 22:02:07 | Gas Cabinet ID: 3
2025-02-03 22:02:07 | PT1A: 62 PSI
2025-02-03 22:02:07 | PT2A: 71 PSI
2025-02-03 22:02:07 | PT1B: 59 PSI
2025-02-03 22:02:07 | PT2B: 88 PSI
2025-02-03 22:02:07 | PT3: 48 PSI
2025-02-03 22:02:07 | PT4: 18 PSI
2025-02-03 22:02:07 | WA: 23 kg
2025-02-03 22:02:07 | WB: 24 kg
2025-02-03 22:02:07 | [A] JACKET HEATER: 11°C
2025-02-03 22:02:07 | [A] LINE HEATER: 63°C
2025-02-03 22:02:07 | [B] JACKET HEATER: 33°C
2025-02-03 22:02:07 | [B] LINE HEATER: 70°C
2025-02-03 22:02:08 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:02:08 | Bunker ID: 1
2025-02-03 22:02:08 | Gas Cabinet ID: 3
2025-02-03 22:02:08 | PT1A: 73 PSI
2025-02-03 22:02:08 | PT2A: 38 PSI
2025-02-03 22:02:08 | PT1B: 59 PSI
2025-02-03 22:02:08 | PT2B: 88 PSI
2025-02-03 22:02:08 | PT3: 43 PSI
2025-02-03 22:02:08 | PT4: 53 PSI
2025-02-03 22:02:08 | WA: 56 kg
2025-02-03 22:02:08 | WB: 34 kg
2025-02-03 22:02:08 | [A] JACKET HEATER: 77°C
2025-02-03 22:02:08 | [A] LINE HEATER: 84°C
2025-02-03 22:02:08 | [B] JACKET HEATER: 38°C
2025-02-03 22:02:08 | [B] LINE HEATER: 8°C
2025-02-03 22:02:09 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:02:09 | Bunker ID: 1
2025-02-03 22:02:09 | Gas Cabinet ID: 3
2025-02-03 22:02:09 | PT1A: 13 PSI
2025-02-03 22:02:09 | PT2A: 21 PSI
2025-02-03 22:02:09 | PT1B: 11 PSI
2025-02-03 22:02:09 | PT2B: 13 PSI
2025-02-03 22:02:09 | PT3: 21 PSI
2025-02-03 22:02:09 | PT4: 79 PSI
2025-02-03 22:02:09 | WA: 2 kg
2025-02-03 22:02:09 | WB: 91 kg
2025-02-03 22:02:09 | [A] JACKET HEATER: 77°C
2025-02-03 22:02:09 | [A] LINE HEATER: 6°C
2025-02-03 22:02:09 | [B] JACKET HEATER: 14°C
2025-02-03 22:02:09 | [B] LINE HEATER: 97°C
2025-02-03 22:02:10 | =========Gas Cabinet plc_data 시작 =========
2025-02-03 22:02:10 | Bunker ID: 1
2025-02-03 22:02:10 | Gas Cabinet ID: 3
2025-02-03 22:02:10 | PT1A: 100 PSI
2025-02-03 22:02:10 | PT2A: 69 PSI
2025-02-03 22:02:10 | PT1B: 52 PSI
2025-02-03 22:02:10 | PT2B: 93 PSI
2025-02-03 22:02:10 | PT3: 84 PSI
2025-02-03 22:02:10 | PT4: 77 PSI
2025-02-03 22:02:10 | WA: 29 kg
2025-02-03 22:02:10 | WB: 42 kg
